MSU	Gene description	LFC	FDR	RAP
LOC_Os01g72000	armadillo repeat-containing protein, putative, expressed	1.536592346	1.65e-19	Os01g0948500
LOC_Os01g72080	calmodulin-like protein 1, putative, expressed	1.198319096	1.13e-7	Os01g0949300
LOC_Os01g72100	OsCML10 - Calmodulin-related calcium sensor protein, expressed	1.730901264	3.11e-16	Os01g0949500
LOC_Os01g72190	expressed protein	1.889761879	1.31e-8	Os01g0950700
LOC_Os01g72230	stromal membrane-associated protein, putative, expressed	0.690016763	9.7e-5	Os01g0951100
LOC_Os01g72330	OsRR4 type-A response regulator, expressed	-1.095145206	3.29e-6	Os01g0952500
LOC_Os01g72360	expressed protein	4.597554811	5.54e-114	Os01g0952900
LOC_Os01g72490	LRP1, putative, expressed	0.596010151	0.011671513	Os01g0954500
LOC_Os01g72520	phosphoesterase family protein, putative, expressed	1.621393851	3.42e-17	Os01g0955000
LOC_Os01g72530	OsCML31 - Calmodulin-related calcium sensor protein, expressed	3.141841431	7.91e-40	Os01g0955100
LOC_Os01g72540	OsCML23 - Calmodulin-related calcium sensor protein, expressed	5.716964812	4.53e-56	Os01g0955400
LOC_Os01g72550	OsCML19 - Calmodulin-related calcium sensor protein, expressed	5.15277297	2.06e-40	Os01g0955500
LOC_Os01g72610	glycosyltransferase, putative, expressed	0.613678319	0.002888466	Os01g0956200
LOC_Os01g72630	expressed protein	-1.674986518	2.92e-5	Os01g0956500
LOC_Os01g72710	expressed protein	2.323786224	8.07e-30	Os01g0957200
LOC_Os01g72740	cytochrome P450, putative, expressed	-1.142685781	6.1e-9	Os01g0957600
LOC_Os01g72900	abscisic stress-ripening, putative, expressed	2.844168907	1.45e-22	Os01g0959100
LOC_Os01g72910	abscisic stress-ripening, putative, expressed	1.762764756	1.08e-6	Os01g0959200
LOC_Os01g72940	phosphatidylserine decarboxylase, putative, expressed	1.443830514	1.08e-10	Os01g0959800
LOC_Os01g73000	copine, putative, expressed	-0.688041895	0.006852839	Os01g0960500
LOC_Os01g73170	peroxidase precursor, putative, expressed	-1.055564922	1.1e-6	Os01g0962700
LOC_Os01g73200	peroxidase precursor, putative, expressed	2.833049652	1.67e-58	Os01g0963000
LOC_Os01g73240	expressed protein	-0.675942849	2.55885e-4	Os01g0963500
LOC_Os01g73390	expressed protein	-1.056492163	0.017903019	NA
LOC_Os01g73540	YGGT family protein, putative, expressed	-1.679832159	7.09e-5	Os01g0966200
LOC_Os01g73630	rhoGAP domain containing protein, expressed	-1.462088546	1.12127e-4	Os01g0967200
LOC_Os01g73700	RCLEA2 - Root cap and Late embryogenesis related family protein precursor, putative, expressed	-2.889321834	1.1e-11	Os01g0968100
LOC_Os01g73720	RCLEA4 - Root cap and Late embryogenesis related family protein precursor, expressed	-1.982463133	2.20086e-4	Os01g0968300
LOC_Os01g73730	RCLEA5 - Root cap and Late embryogenesis related family protein precursor, expressed	-1.5897915	1.27e-6	Os01g0968400
LOC_Os01g73770	dehydration-responsive element-binding protein, putative, expressed	6.021341613	4.38e-19	Os01g0968800
LOC_Os01g74000	glycerol-3-phosphate dehydrogenase, putative, expressed	4.053918125	5.62e-59	Os01g0971600
LOC_Os01g74040	zinc finger, RING-type, putative, expressed	2.010202529	1.73e-23	Os01g0972000
LOC_Os01g74200	protein kinase domain containing protein, expressed	0.736363588	0.033607539	Os01g0973500
LOC_Os01g74360	26S proteasome non-ATPase regulatory subunit 6, putative, expressed	-1.122896203	0.023209712	Os01g0974900
LOC_Os01g74370	domain of unknown function DUF966 domain containing protein, expressed	2.82728108	3.86e-21	Os01g0975000
LOC_Os01g74430	expressed protein	-3.102917451	0.026019347	NA
LOC_Os01g74450	aquaporin protein, putative, expressed	0.982730568	4.85e-6	Os01g0975900
LOC_Os01g74480	cupin domain containing protein, expressed	-0.962786734	0.042890143	Os01g0976200
LOC_Os01g74490	heavy metal-associated domain containing protein, expressed	-0.970397171	3.66e-7	Os01g0976300
LOC_Os01g74620	expressed protein	11.57426409	2.62e-41	NA
LOC_Os01g74670	expressed protein	-0.730824911	0.008506453	Os01g0978500
LOC_Os02g01060	harpin-induced protein 1 domain containing protein, expressed	-1.503727467	5.23e-9	Os02g0100600
LOC_Os02g01210	amino acid transporter, putative, expressed	-0.987346967	0.008225192	Os02g0102200
LOC_Os02g01220	rhodanese-like domain containing protein, putative, expressed	-0.979769051	1.7e-6	Os02g0102300
LOC_Os02g01340	ferredoxin--NADP reductase, chloroplast precursor, putative, expressed	2.317905318	5.83688e-4	Os02g0103800
LOC_Os02g01410	expressed protein	-2.265741876	0.00696737	NA
LOC_Os02g01510	lactate/malate dehydrogenase, putative, expressed	0.814590341	3.93e-6	Os02g0105400
LOC_Os02g01700	RNA recognition motif containing protein, putative, expressed	-2.007438517	2.98e-8	Os02g0106600
LOC_Os02g01730	serine/threonine-protein kinase At1g18390 precursor, putative, expressed	-1.078616182	0.021140162	Os02g0106900
LOC_Os02g01760	diphosphomevalonate decarboxylase family protein, expressed	1.104414661	0.040729211	Os02g0107200
LOC_Os02g01810	expressed protein	5.404200406	1.48e-43	Os02g0107800
LOC_Os02g01930	expressed protein	0.981514382	0.013449834	Os02g0109200
LOC_Os02g01940	transcription factor jumonji, putative, expressed	1.097460365	0.022442361	Os02g0109400
LOC_Os02g01940	transcription factor jumonji, putative, expressed	1.097460365	0.022442361	Os02g0109501
LOC_Os02g01990	CCT motif family protein, expressed	7.23031878	3.43776e-4	Os02g0110100
LOC_Os02g02000	cytochrome P450, putative, expressed	1.29275801	0.047930182	Os02g0110200
LOC_Os02g02040	protein kinase, putative, expressed	-0.759345009	6.74956e-4	Os02g0110600
LOC_Os02g02120	OsWAK11 - OsWAK receptor-like protein kinase, expressed	3.736997051	4.55e-12	Os02g0111600
LOC_Os02g02140	receptor protein kinase CLAVATA1 precursor, putative, expressed	-1.377987966	0.016512726	Os02g0111800
LOC_Os02g02170	transporter, major facilitator family, putative, expressed	3.130583769	1.79e-34	Os02g0112100
LOC_Os02g02190	transporter, major facilitator family, putative, expressed	1.102622368	9.49e-7	Os02g0112600
LOC_Os02g02230	cytochrome P450, putative, expressed	-1.545451496	0.002458909	Os02g0113200
LOC_Os02g02310	auxin-induced protein 5NG4, putative, expressed	-1.925356921	6.16e-8	Os02g0114100
LOC_Os02g02370	myb-like DNA-binding domain containing protein, putative, expressed	-1.561012797	0.003949461	Os02g0114800
LOC_Os02g02400	catalase isozyme A, putative, expressed	-0.84255638	3.9e-9	Os02g0115700
LOC_Os02g02490	phytosulfokine receptor precursor, putative, expressed	-0.771943607	0.001431538	Os02g0116700
LOC_Os02g02600	serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed	1.296854076	2.17e-9	Os02g0118200
LOC_Os02g02630	THION20 - Plant thionin family protein precursor, putative, expressed	-1.26648301	0.045033602	Os02g0118500
LOC_Os02g02780	protein kinase family protein, putative, expressed	-1.208281308	1.22e-7	Os02g0120100
LOC_Os02g02790	C2 domain containing protein, expressed	-3.375451545	3.39e-24	Os02g0120200
LOC_Os02g02820	helix-loop-helix DNA-binding domain containing protein, expressed	3.29803963	0.048284271	Os02g0120500
LOC_Os02g02930	terpene synthase, putative, expressed	4.345776589	1.55e-29	Os02g0121700
LOC_Os02g03130	expressed protein	2.46366943	1.54e-11	NA
LOC_Os02g03140	inhibitor I family protein, putative, expressed	10.60668036	2.12e-133	NA
LOC_Os02g03150	inhibitor I family protein, putative, expressed	13.03622987	1.13e-55	Os02g0124000
LOC_Os02g03180	inhibitor I family protein, putative, expressed	9.875045813	1.17e-38	Os02g0124200
LOC_Os02g03190	inhibitor I family protein, putative, expressed	12.89190981	9.15e-51	Os02g0124300
LOC_Os02g03210	FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed	0.652021033	0.033777424	Os02g0124599
LOC_Os02g03210	FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed	0.652021033	0.033777424	Os02g0124600
LOC_Os02g03280	transmembrane BAX inhibitor motif-containing protein, putative, expressed	1.266706169	2.48e-8	Os02g0125300
LOC_Os02g03294	cyclin, putative, expressed	-1.145392588	0.044712951	Os02g0125400
LOC_Os02g03320	plant neutral invertase domain containing protein, expressed	-0.771193292	0.023784771	Os02g0125600
LOC_Os02g03400	microtubule associated protein, putative, expressed	2.119313949	2.13e-6	Os02g0126300
LOC_Os02g03410	CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	2.535732481	4.06e-28	Os02g0126400
LOC_Os02g03420	pentatricopeptide repeat-containing protein, putative, expressed	1.366148424	3.61641e-4	Os02g0126500
LOC_Os02g03430	expressed protein	1.34616916	2.66623e-4	Os02g0126600
LOC_Os02g03460	phosphatidate cytidylyltransferase, putative, expressed	1.067984124	0.015985077	NA
LOC_Os02g03590	expressed protein	-0.974819895	1.92e-7	Os02g0128300
LOC_Os02g03870	periplasmic beta-glucosidase precursor, putative, expressed	-1.025623338	0.043859399	Os02g0131400
LOC_Os02g04010	cyclin-T1-1, putative, expressed	0.869039701	1.53414e-4	Os02g0133000
LOC_Os02g04060	RecF/RecN/SMC N terminal domain containing protein, expressed	6.80703425	0.003426579	Os02g0133400
LOC_Os02g04080	chromosome segregation protein sudA, putative, expressed	2.629301973	1.43e-15	NA
LOC_Os02g04130	DUF1645 domain containing protein, putative, expressed	3.488003455	3.29e-72	Os02g0134200
LOC_Os02g04170	L-aspartate oxidase 1, putative, expressed	0.721321262	0.008272317	Os02g0134400
LOC_Os02g04590	auxin-independent growth promoter, putative, expressed	5.116950698	1.84e-24	Os02g0138500
LOC_Os02g04630	sodium/calcium exchanger protein, putative, expressed	1.211151069	0.025779552	Os02g0138900
LOC_Os02g04650	activator of 90 kDa heat shock protein ATPase homolog, putative, expressed	0.763716338	1.61e-5	Os02g0139100
LOC_Os02g04670	glucan endo-1,3-beta-glucosidase precursor, putative, expressed	-0.740046006	9.6e-5	Os02g0139300
LOC_Os02g04680	OsSPL3 - SBP-box gene family member, expressed	-0.67186786	4.42531e-4	Os02g0139400
LOC_Os02g04690	cycloartenol synthase, putative, expressed	-0.69393337	3.64389e-4	Os02g0139500
LOC_Os02g04960	expressed protein	1.881454206	2.64e-7	Os02g0142400
LOC_Os02g05000	expressed protein	-0.881600862	2.03e-7	Os02g0142800
LOC_Os02g05040	cyclin-related protein, putative, expressed	1.287360873	0.00962882	Os02g0143200
LOC_Os02g05050	OsSAUR4 - Auxin-responsive SAUR gene family member, expressed	2.150393066	8.97e-8	Os02g0143300
LOC_Os02g05060	OsSAUR5 - Auxin-responsive SAUR gene family member, expressed	-1.108939533	0.041132876	Os02g0143400
LOC_Os02g05070	expressed protein	4.065319915	0.004180773	NA
LOC_Os02g05610	ZOS2-03 - C2H2 zinc finger protein, expressed	1.316142701	0.031654112	Os02g0149600
LOC_Os02g05692	zinc finger, C3HC4 type domain containing protein, expressed	-0.773351839	0.001187333	Os02g0150700
LOC_Os02g05930	phytosulfokine receptor precursor, putative, expressed	1.458908049	1.45779e-4	Os02g0153400
LOC_Os02g05970	phytosulfokine receptor precursor, putative, expressed	2.132555093	1.43e-8	Os02g0154000
LOC_Os02g06090	phytosulfokine receptor precursor, putative, expressed	4.122945115	4.28e-5	Os02g0155400
LOC_Os02g06130	phytosulfokine receptor precursor, putative, expressed	1.745450677	0.019558209	Os02g0155700
LOC_Os02g06160	cysteine-rich receptor-like protein kinase 16 precursor, putative, expressed	2.814797573	4.59e-5	Os02g0156000
LOC_Os02g06200	phytosulfokine receptor precursor, putative, expressed	1.8850618	4.68e-6	Os02g0156600
LOC_Os02g06290	rhodanese-like domain containing protein, putative, expressed	-0.743017175	0.003901832	Os02g0157600
LOC_Os02g06330	AP2 domain containing protein, expressed	0.944501017	0.022958377	NA
LOC_Os02g06390	expressed protein	0.712917408	0.002374367	Os02g0158600
LOC_Os02g06440	expressed protein	8.013613741	2.08e-8	Os02g0159250
LOC_Os02g06490	vacuolar protein sorting-associated protein 4, putative, expressed	1.91354574	4.93e-6	Os02g0159900
LOC_Os02g06930	protein kinase, putative, expressed	2.266610579	8.84e-25	Os02g0165100
LOC_Os02g06950	no apical meristem protein, putative, expressed	1.724553285	4.93045e-4	Os02g0165400
LOC_Os02g06990	expressed protein	3.24391429	0.04386366	NA
LOC_Os02g07030	DUF640 domain containing protein, putative, expressed	-1.34193936	0.01548592	Os02g0166800
LOC_Os02g07170	MYB family transcription factor, putative, expressed	3.512356303	2.59e-15	Os02g0168200
LOC_Os02g07190	expressed protein	0.752123221	8.6855e-4	Os02g0168400
LOC_Os02g07360	pentatricopeptide containing protein, putative, expressed	2.745659289	1.92059e-4	Os02g0170000
LOC_Os02g07730	haloacid dehalogenase-like hydrolase domain-containing protein 3, putative, expressed	4.132855329	2.53e-14	Os02g0173600
LOC_Os02g07750	cell cycle control protein, putative, expressed	1.119491729	1.94e-6	Os02g0173800
LOC_Os02g07800	transcription factor, putative, expressed	-0.678068986	0.010215717	Os02g0174300
LOC_Os02g07930	B-box zinc finger family protein, putative, expressed	-0.765640083	0.033541119	Os02g0175950
LOC_Os02g07930	B-box zinc finger family protein, putative, expressed	-0.765640083	0.033541119	Os02g0176000
LOC_Os02g07980	expressed protein	-0.721149213	2.02245e-4	Os02g0176400
LOC_Os02g08110	membrane associated DUF588 domain containing protein, putative, expressed	-1.146619267	0.040445249	Os02g0177700
LOC_Os02g08170	GDU1, putative, expressed	-1.712146809	0.045313834	Os02g0178300
LOC_Os02g08220	expressed protein	-2.166546255	4.6e-8	Os02g0178700
LOC_Os02g08230	WAX2, putative, expressed	1.404640011	0.002864205	Os02g0178800
LOC_Os02g08270	class I glutamine amidotransferase, putative, expressed	5.465397759	5.38e-143	Os02g0179200
LOC_Os02g08420	cinnamoyl CoA reductase, putative, expressed	1.753736089	5.61e-20	Os02g0180700
LOC_Os02g08440	WRKY71, expressed	3.841349571	5.11e-60	Os02g0181300
LOC_Os02g09150	inorganic H+ pyrophosphatase, putative, expressed	-0.665091788	0.007047245	Os02g0184200
LOC_Os02g09200	cytochrome P450 71D10, putative, expressed	3.724919113	2.75e-89	Os02g0184700
LOC_Os02g09220	cytochrome P450, putative, expressed	-0.849205819	6.15356e-4	Os02g0184900
LOC_Os02g09240	cytochrome P450 71D8, putative, expressed	-0.678477993	2.98824e-4	Os02g0185200
LOC_Os02g09260	cytochrome P450 71A1, putative, expressed	-4.63892551	0.034543572	Os02g0185400
LOC_Os02g09760	expressed protein	1.804602335	7.23e-8	Os02g0190700
LOC_Os02g09790	disease resistance protein RPM1, putative, expressed	-1.341647499	2.895e-4	Os02g0191000
LOC_Os02g09850	expressed protein	-1.619402739	0.001663571	Os02g0191800
LOC_Os02g09930	CSLA1 - cellulose synthase-like family A; mannan synthase, expressed	-0.793442648	5.12e-5	Os02g0192500
LOC_Os02g09940	peroxiredoxin, putative, expressed	1.756969499	2.31e-7	Os02g0192700
LOC_Os02g09960	LYK8, putative, expressed	0.776771039	0.02118065	Os02g0193000
LOC_Os02g10100	leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed	1.161562131	0.002957118	Os02g0194400
LOC_Os02g10300	polygalacturonase, putative, expressed	2.09625272	1.57e-9	Os02g0196700
LOC_Os02g10460	expressed protein	1.628140251	0.001376115	NA
LOC_Os02g10520	OsSub12 - Putative Subtilisin homologue, expressed	2.614914453	1.41e-12	Os02g0198700
LOC_Os02g10550	expressed protein	5.399592348	1.02e-7	Os02g0199000
LOC_Os02g10700	OsFBL7 - F-box domain and LRR containing protein, expressed	0.62632342	0.01338815	Os02g0200900
LOC_Os02g10850	OsFBK3 - F-box domain and kelch repeat containing protein, expressed	-1.079737652	1.22e-6	Os02g0202900
LOC_Os02g10880	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed	-0.90787412	0.045350069	Os02g0203300
LOC_Os02g10950	expressed protein	-0.612289653	0.036623581	NA
LOC_Os02g11070	3-ketoacyl-CoA synthase, putative, expressed	4.070311975	4.47e-77	Os02g0205500
LOC_Os02g11130	cytokinin-O-glucosyltransferase 3, putative, expressed	-1.226754471	5.51e-10	Os02g0206400
LOC_Os02g11720	lipase, putative, expressed	-1.063669669	0.003025771	Os02g0207900
LOC_Os02g11760	pleiotropic drug resistance protein, putative, expressed	3.489589723	1.18e-88	Os02g0208300
LOC_Os02g11770	expressed protein	-0.935523186	9.14e-7	Os02g0208500
LOC_Os02g11790	OsFBK4 - F-box domain and kelch repeat containing protein, expressed	4.667586148	0.019671096	Os02g0208700
LOC_Os02g11859	expressed protein	2.699017832	1.16e-35	Os02g0209300
LOC_Os02g11870	expressed protein	1.057833319	0.03324447	Os02g0209400
LOC_Os02g11880	expressed protein	7.625320284	1.99e-67	NA
LOC_Os02g11890	syntaxin-related protein, putative, expressed	1.069159065	4.51801e-4	Os02g0209900
LOC_Os02g11960	ABC transporter, ATP-binding protein, putative, expressed	2.686439576	4.04e-7	Os02g0211000
LOC_Os02g11980	receptor-like protein kinase precursor, putative, expressed	1.432516463	2.32e-14	Os02g0211200
LOC_Os02g11990	expressed protein	1.578043755	1.72e-11	NA
LOC_Os02g12050	hypothetical protein	2.086442967	2.96e-5	NA
LOC_Os02g12070	expressed protein	2.196715547	5.48e-6	Os02g0212300
LOC_Os02g12080	expressed protein	1.059628859	9.35e-7	Os02g0212400
LOC_Os02g12170	expressed protein	1.381979288	0.02024835	NA
LOC_Os02g12230	hypothetical protein	2.203861627	3.43e-14	NA
LOC_Os02g12240	expressed protein	2.685329641	1.1e-21	NA
LOC_Os02g12380	histone deacetylase, putative, expressed	0.656886903	0.002544907	Os02g0215200
LOC_Os02g12400	receptor-like protein kinase precursor, putative, expressed	-0.789403729	4.29e-5	Os02g0215500
LOC_Os02g12450	receptor-like protein kinase 2 precursor, putative, expressed	2.956060784	2.97e-22	Os02g0216000
LOC_Os02g12530	cytochrome P450 71D6, putative, expressed	2.735861951	1.17e-10	Os02g0217200
LOC_Os02g12540	cytochrome P450, putative, expressed	2.449394938	7.03e-7	NA
LOC_Os02g12750	tetraspanin family protein, putative, expressed	-1.316917144	0.003275292	Os02g0219800
LOC_Os02g12910	receptor-like protein kinase 5 precursor, putative, expressed	0.973525624	0.00656677	NA
LOC_Os02g13060	expressed protein	-1.498466927	1.12e-18	Os02g0223700
LOC_Os02g13100	protein phosphatase 2C, putative, expressed	-0.87969451	1.46e-5	Os02g0224100
LOC_Os02g13150	pollen-specific protein SF21, putative, expressed	-0.704055388	2.594e-4	Os02g0224800
LOC_Os02g13220	F-box family protein, putative, expressed	1.873961593	0.001509305	NA
LOC_Os02g13260	F-box family protein, putative, expressed	2.730487317	3.25e-11	Os02g0225900
LOC_Os02g13270	Mpv17 / PMP22 family domain containing protein, expressed	1.095307588	1.64e-9	Os02g0226000
LOC_Os02g13290	phosphoethanolamine/phosphocholine phosphatase, putative, expressed	-1.377024917	0.001385287	Os02g0226200
LOC_Os02g13300	mitochondrial carrier protein, putative, expressed	0.972889733	8.84e-9	Os02g0226300
