RAP	MSU	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name	ATG
Os03g0432000	LOC_Os03g31740	NA	Hypothetical conserved gene	protein_coding	LOC107276903	107276903	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC107276903	GO:0016021, GO:0016020	integral component of membrane, membrane	AT1G59590
Os07g0585900	LOC_Os07g39720	NA	Hypothetical conserved gene	protein_coding	LOC107277568	107277568	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC107277568	GO:0016021, GO:0016020	integral component of membrane, membrane	AT1G59590
Os07g0561300	LOC_Os07g37400	OsFbox396	Cyclin-like F-box domain containing protein	protein_coding	LOC4343597	4343597	Cyclin-like F-box domain containing protein.	NA	NA	NA	NA	OsFbox396, Os_F0578, OsMsr9, Msr9, OsFBX257, FBX257	F-box protein 396, F-box-type E3 ubiquitin ligase X257	F-BOX PROTEIN 396	NA	NA	F-box protein At4g05010	GO:0005515, GO:0009408, GO:0009409, GO:0009414, GO:0009651	protein binding, response to heat, response to cold, response to water deprivation, response to salt stress	AT1G61340
Os03g0129100	LOC_Os03g03700	OsMLO2	Seven transmembrane protein MLO2	protein_coding	LOC4331493	4331493	Seven transmembrane protein MLO2.	NA	NA	MLO_	POWDERY-MILDEW-RESISTANCE GENE O_	OsMLO2, OsMLO3, OsMlo2, MLO2, Mlo2, Mlo, MLO3	powdery-MiLdew-resistance gene O2, powdery-MiLdew-resistance gene O3, MLO homologue, Mildew resistance Locus O-3	POWDERY-MILDEW-RESISTANCE PROTEIN O_	MLO domain containing protein	Medtr3g115940, (ref.23) Medicago homolog	MLO protein homolog 1-like	GO:0005516, GO:0016021, GO:0006952, GO:0009607, GO:0016020, GO:0008219, GO:0009408, GO:0009409, GO:0009646, GO:0050832	calmodulin binding, integral component of membrane, defense response, response to biotic stimulus, membrane, cell death, response to heat, response to cold, response to absence of light, defense response to fungus	AT1G61560
Os06g0486300	LOC_Os06g29110	OsMLO6	Similar to MLO protein homolog 1	protein_coding	LOC4341067	4341067	Similar to MLO protein homolog 1.	NA	NA	MLO_	POWDERY-MILDEW-RESISTANCE GENE O_	OsMLO6, OsMLO1, OsMlo1, Mlo, OsMlo-1, Mlo1, MLO6	powdery-MiLdew-resistance gene O6, powdery-MiLdew-resistance gene O1, Mildew resistance Locus O-6	POWDERY-MILDEW-RESISTANCE PROTEIN O_	MLO domain containing protein	Medtr3g115940, (ref.23) Medicago homolog	MLO protein homolog 1	GO:0005516, GO:0016021, GO:0006952, GO:0009607, GO:0016020, GO:0008219	calmodulin binding, integral component of membrane, defense response, response to biotic stimulus, membrane, cell death	AT1G61560
Os05g0567200	LOC_Os05g49210	OsWRKY43	Similar to WRKY transcription factor 43	protein_coding	LOC107276051	107276051	Similar to WRKY transcription factor 43.	NA	NA	WRKY43	WRKY GENE 43	OsWRKY43	Rice WRKY gene43	TRANSCRIPTION FACTOR WRKY43	NA	NA	probable WRKY transcription factor 31	GO:0043565, GO:0003700, GO:0003677, GO:0005634, GO:0006355, GO:0050896, GO:0006952, GO:0009408, GO:0009414, GO:0009737, GO:0009751, GO:0009753, GO:0042742	sequence-specific DNA binding, DNA-binding transcription factor activity, DNA binding, nucleus, regulation of DNA-templated transcription, response to stimulus, defense response, response to heat, response to water deprivation, response to abscisic acid, response to salicylic acid, response to jasmonic acid, defense response to bacterium	AT1G62300
Os01g0246700	LOC_Os01g14440	OsWRKY1	Similar to WRKY transcription factor 1	protein_coding	LOC4326760	4326760	Similar to WRKY transcription factor 1.	NA	NA	WRKY1	WRKY GENE1	OsWRKY1, OsWRKY1v2	Rice WRKY gene1	TRANSCRIPTION FACTOR WRKY1	NA	NA	probable WRKY transcription factor 31	GO:0006355, GO:0003700, GO:0006952, GO:0009408, GO:0009409, GO:0009414, GO:0009651, GO:0009737, GO:0042742, GO:0043565	regulation of DNA-templated transcription, DNA-binding transcription factor activity, defense response, response to heat, response to cold, response to water deprivation, response to salt stress, response to abscisic acid, defense response to bacterium, sequence-specific DNA binding	AT1G62300
Os04g0294401	NA	NA	Hypothetical conserved gene	protein_coding	NA	NA	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AT1G62422
Os02g0822000	LOC_Os02g57610, LOC_Os02g57610	NA	Conserved hypothetical protein, Conserved hypothetical protein	protein_coding, protein_coding	LOC4331183, LOC4331183	4331183, 4331183	Conserved hypothetical protein., Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	vegetative cell wall protein gp1, vegetative cell wall protein gp1	NA	NA	AT1G63720
Os05g0466100	LOC_Os05g38990	OsCCT17	CCT domain containing protein	protein_coding	LOC4339047	4339047	CCT domain containing protein.	NA	NA	NA	NA	OsCCT17, OsCMF5, CMF5	CCT domain-containing gene 17, CCT (CO, CO-LIKE and TOC1) domain protein 17, CCT domain protein 17, CCT MOTIF FAMILY (CMF) gene 5	NA	NA	NA	uncharacterized LOC4339047	GO:0009909, GO:0005634, GO:0005515, GO:0007623	regulation of flower development, nucleus, protein binding, circadian rhythm	AT1G63820
Os01g0835700	LOC_Os01g61900	OsCCT01	CCT domain containing protein	protein_coding	LOC4327455	4327455	CCT domain containing protein, Regulation of heading date	OsCCT01	CCT domain-containing gene 1	NA	NA	OsCCT01, CCT01, OsCMF1	CCT domain-containing gene 1, CCT (CO, CO-LIKE and TOC1) domain protein 1, CCT domain protein 1, CCT MOTIF FAMILY (CMF) gene 1	CCT DOMAIN PROTEIN 1	NA	NA	zinc finger protein CONSTANS-LIKE 9	GO:0009909, GO:0005634, GO:0005515, GO:0007623, GO:0048573, GO:0048586, GO:0048587	regulation of flower development, nucleus, protein binding, circadian rhythm, photoperiodism, flowering, regulation of long-day photoperiodism, flowering, regulation of short-day photoperiodism, flowering	AT1G63820
Os12g0101000	LOC_Os12g01060, LOC_Os12g01060, LOC_Os12g01060	OsCCT39, OsCCT39, OsCCT39	Similar to RNase P subunit p30 family protein, expressed, Similar to RNase P subunit p30 family protein, expressed, Similar to RNase P subunit p30 family protein, expressed	protein_coding, protein_coding, protein_coding	LOC9271052, LOC9271052, LOC9271052	9271052, 9271052, 9271052	Similar to RNase P subunit p30 family protein, expressed., Similar to CCT motif family protein., Paralog of OsRpp30	NA	NA	NA	NA	OsCCT39, OsCMF13, CMF13, OsRpp30-L, Rpp30-L, OsCCT39, OsCMF13, CMF13, OsRpp30-L, Rpp30-L, OsCCT39, OsCMF13, CMF13, OsRpp30-L, Rpp30-L	CCT domain-containing gene 39, CCT (CO, CO-LIKE and TOC1) domain protein 39, CCT domain protein 39, CCT MOTIF FAMILY (CMF) gene 13, OsRpp30-longer, RNase P protein subunit Rpp30-longer, CCT domain-containing gene 39, CCT (CO, CO-LIKE and TOC1) domain protein 39, CCT domain protein 39, CCT MOTIF FAMILY (CMF) gene 13, OsRpp30-longer, RNase P protein subunit Rpp30-longer, CCT domain-containing gene 39, CCT (CO, CO-LIKE and TOC1) domain protein 39, CCT domain protein 39, CCT MOTIF FAMILY (CMF) gene 13, OsRpp30-longer, RNase P protein subunit Rpp30-longer	CCT DOMAIN PROTEIN 39, CCT DOMAIN PROTEIN 39, CCT DOMAIN PROTEIN 39	NA	NA	uncharacterized LOC9271052, uncharacterized LOC9271052, uncharacterized LOC9271052	GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824, GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824, GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824	regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity, regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity, regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity	AT1G63820
Os11g0101200	LOC_Os11g01074, LOC_Os11g01074, LOC_Os11g01074	OsCCT36, OsCCT36, OsCCT36	Similar to RNase P subunit p30 family protein, expressed, Similar to RNase P subunit p30 family protein, expressed, Similar to RNase P subunit p30 family protein, expressed	protein_coding, protein_coding, protein_coding	LOC4349529, LOC4349529, LOC4349529	4349529, 4349529, 4349529	Similar to RNase P subunit p30 family protein, expressed., Similar to CCT motif family protein., RNase P protein subunit Rpp30, Broad-spectrum resistance to fungal and bacterial pathogens	NA	NA	NA	NA	OsCCT36, OsCMF12, CMF12, OsRpp30, Rpp30, OsCCT36, OsCMF12, CMF12, OsRpp30, Rpp30, OsCCT36, OsCMF12, CMF12, OsRpp30, Rpp30	CCT domain-containing gene 36, CCT (CO, CO-LIKE and TOC1) domain protein 36, CCT domain protein 36, CCT MOTIF FAMILY (CMF) gene 12, RNase P protein subunit Rpp30, CCT domain-containing gene 36, CCT (CO, CO-LIKE and TOC1) domain protein 36, CCT domain protein 36, CCT MOTIF FAMILY (CMF) gene 12, RNase P protein subunit Rpp30, CCT domain-containing gene 36, CCT (CO, CO-LIKE and TOC1) domain protein 36, CCT domain protein 36, CCT MOTIF FAMILY (CMF) gene 12, RNase P protein subunit Rpp30	CCT DOMAIN PROTEIN 36, CCT DOMAIN PROTEIN 36, CCT DOMAIN PROTEIN 36	NA	NA	uncharacterized LOC4349529, uncharacterized LOC4349529, uncharacterized LOC4349529	GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824, GO:0002238, GO:0007623, GO:0042742, GO:0045087, GO:0050832, GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824, GO:0002238, GO:0007623, GO:0042742, GO:0045087, GO:0050832, GO:0009909, GO:0005634, GO:0005515, GO:0004540, GO:0008033, GO:0003824, GO:0002238, GO:0007623, GO:0042742, GO:0045087, GO:0050832	regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity, response to molecule of fungal origin, circadian rhythm, defense response to bacterium, innate immune response, defense response to fungus, regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity, response to molecule of fungal origin, circadian rhythm, defense response to bacterium, innate immune response, defense response to fungus, regulation of flower development, nucleus, protein binding, ribonuclease activity, tRNA processing, catalytic activity, response to molecule of fungal origin, circadian rhythm, defense response to bacterium, innate immune response, defense response to fungus	AT1G63820
Os03g0123600	LOC_Os03g03180	NA	Protein of unknown function Cys-rich family protein	protein_coding	LOC4331450	4331450	Protein of unknown function Cys-rich family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4331450	GO:0016021, GO:0016020	integral component of membrane, membrane	AT1G63830
Os10g0535800	LOC_Os10g39100	NA	Protein of unknown function Cys-rich domain containing protein	protein_coding	LOC4349235	4349235	Protein of unknown function Cys-rich domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4349235	NA	NA	AT1G63830
Os01g0655800	LOC_Os01g46750	NA	Similar to ACS-like protein	protein_coding	LOC4324180	4324180	Similar to ACS-like protein.	NA	NA	LACS5	LONG-CHAIN ACYL-COA SYNTHETASE 5	OsLACS5	long-chain acyl-CoA synthetase 5	LONG-CHAIN ACYL-COA SYNTHETASE 5	NA	NA	long chain acyl-CoA synthetase 4	GO:0003824, GO:0000166, GO:0005524, GO:0016020, GO:0006631, GO:0016874, GO:0005783, GO:0006629, GO:0009698, GO:0016207, GO:0001676, GO:0004467, GO:0106290, GO:0008152	catalytic activity, nucleotide binding, ATP binding, membrane, fatty acid metabolic process, ligase activity, endoplasmic reticulum, lipid metabolic process, phenylpropanoid metabolic process, 4-coumarate-CoA ligase activity, long-chain fatty acid metabolic process, long-chain fatty acid-CoA ligase activity, trans-cinnamate-CoA ligase activity, metabolic process	AT1G64400
Os01g0681200	LOC_Os01g48910	NA	Similar to Acyl-CoA synthetase (EC 6.2.1.3)	protein_coding	LOC4324393	4324393	Similar to Acyl-CoA synthetase (EC 6.2.1.3).	NA	NA	LACS4	LONG-CHAIN ACYL-COA SYNTHETASE 4	OsLACS4	long-chain acyl-CoA synthetase 4	LONG-CHAIN ACYL-COA SYNTHETASE 4	NA	NA	long chain acyl-CoA synthetase 4	GO:0003824, GO:0006631, GO:0004467, GO:0008152	catalytic activity, fatty acid metabolic process, long-chain fatty acid-CoA ligase activity, metabolic process	AT1G64400
Os06g0158000	LOC_Os06g06350	NA	Similar to Acyl-CoA synthetase (EC 6.2.1.3)	protein_coding	LOC4340187	4340187	Similar to Acyl-CoA synthetase (EC 6.2.1.3).	NA	NA	LACS3	LONG-CHAIN ACYL-COA SYNTHETASE 3	OsLACS3	long-chain acyl-CoA synthetase 3	LONG-CHAIN ACYL-COA SYNTHETASE 3	NA	NA	long chain acyl-CoA synthetase 4	GO:0003824, GO:0000166, GO:0005524, GO:0016020, GO:0006631, GO:0005783, GO:0001676, GO:0004467, GO:0008152	catalytic activity, nucleotide binding, ATP binding, membrane, fatty acid metabolic process, endoplasmic reticulum, long-chain fatty acid metabolic process, long-chain fatty acid-CoA ligase activity, metabolic process	AT1G64400
Os03g0115400	LOC_Os03g02440	OsWD40-60	WD40 repeat-like domain containing protein	protein_coding	LOC4331395	4331395	WD40 repeat-like domain containing protein.	NA	NA	NA	NA	OsWD40-60, OsDWD69, DWD69	DWD motif- containing protein 69	NA	NA	NA	WD repeat-containing protein 44	GO:0017137, GO:0005515	NA	AT1G64610
Os04g0568400	LOC_Os04g48010	OsWD40-106	WD40 repeat-like domain containing protein	protein_coding	LOC4336699	4336699	WD40 repeat-like domain containing protein.	NA	NA	NA	NA	OsWD40-106, WD40-106, OsKRN2	kernel row number2	NA	NA	NA	WD repeat-containing protein 44	GO:0017137, GO:0005515	NA	AT1G64610
Os06g0301000	LOC_Os06g19680	OsHrd1	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4340826	4340826	RING-H2 finger domain (RFD)-containing protein, Regulation of meristem cell viability, Root development	MAL, OsMAL	MERISTEM ACTIVITYLESS	MAL	MERISTEM ACTIVITYLESS	HRD1, OsHrd1, Hrd1, OsMAL, OsRING9, RING9	a homologue of yeast Hrd1, RING-type E3 ubiquitin ligase 9	NA	NA	NA	ERAD-associated E3 ubiquitin-protein ligase HRD1-like	GO:0005789, GO:0061630, GO:0016021, GO:0046872, GO:0036503, GO:0012505, GO:0016567, GO:0016740, GO:0016020, GO:0005783, GO:0044238, GO:0043170, GO:0008270, GO:0016874, GO:0048364, GO:0048509, GO:0051781, GO:0080036	endoplasmic reticulum membrane, ubiquitin protein ligase activity, integral component of membrane, metal ion binding, ERAD pathway, endomembrane system, protein ubiquitination, transferase activity, membrane, endoplasmic reticulum, primary metabolic process, macromolecule metabolic process, zinc ion binding, ligase activity, root development, regulation of meristem development, positive regulation of cell division, regulation of cytokinin-activated signaling pathway	AT1G65040
Os02g0507900	LOC_Os02g30450	NA	Late embryogenesis abundant protein, LEA-14 domain containing protein	protein_coding	LOC112937907	112937907	Late embryogenesis abundant protein, LEA-14 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NDR1/HIN1-like protein 6	GO:0016021	integral component of membrane	AT1G65690
Os04g0677300	LOC_Os04g58090	NA	Harpin-induced 1 domain containing protein	protein_coding	LOC4337404	4337404	Harpin-induced 1 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NDR1/HIN1-like protein 6	GO:0016021, GO:0016020	integral component of membrane, membrane	AT1G65690
Os01g0787300	LOC_Os01g57735	NA	Hypothetical conserved gene	protein_coding	NA	NA	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016567, GO:0061630	protein ubiquitination, ubiquitin protein ligase activity	AT1G66160
Os03g0240600	LOC_Os03g13740, LOC_Os03g13740	OsUPS, OsUPS	U-box containing E3 ligase, Response to phosphate starvatio, U-box containing E3 ligase, Response to phosphate starvatio	protein_coding, protein_coding	LOC4332204, LOC4332204	4332204, 4332204	U-box containing E3 ligase, Response to phosphate starvation, U-box containing E3 ligase, Response to phosphate starvation	OsUPS, OsUPS	U-box containing E3 ligase induced by phosphate starvation, U-box containing E3 ligase induced by phosphate starvation	NA	NA	OsUPS, OsPUB41, PUB41, CMPG1, OsCMPG1, OsPUB41	U-box containing E3 ligase induced by phosphate	NA	NA	NA	NA	NA	NA	AT1G66160
Os06g0248500	LOC_Os06g13870	OsPUB39	U box domain containing protein	protein_coding	LOC4340648	4340648	U box domain containing protein.	NA	NA	PUB39	PLANT U-BOX-CONTAINING PROTEIN 39	OsPUB39, OsPUB39, PUB39	plant U-box-containing protein 39, U-box protein 39, U-box-type E3 ubiquitin ligase 39	PLANT U-BOX-CONTAINING PROTEIN 39	NA	NA	U-box domain-containing protein 21	GO:0004842, GO:0016567, GO:0061630, GO:0000151, GO:0005488, GO:0009409, GO:0009414, GO:0009651, GO:0009723, GO:0009751, GO:0009753, GO:0050832	ubiquitin-protein transferase activity, protein ubiquitination, ubiquitin protein ligase activity, ubiquitin ligase complex, binding, response to cold, response to water deprivation, response to salt stress, response to ethylene, response to salicylic acid, response to jasmonic acid, defense response to fungus	AT1G66160
Os02g0738200	LOC_Os02g50460	OsPUB40	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4330663	4330663	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsPUB40, OsPUB40, PUB40	plant U-box-containing protein 40, U-box protein 40, U-box-type E3 ubiquitin ligase 40	PLANT U-BOX-CONTAINING PROTEIN 40	NA	NA	U-box domain-containing protein 21	GO:0004842, GO:0016567, GO:0061630, GO:0000151, GO:0005488	ubiquitin-protein transferase activity, protein ubiquitination, ubiquitin protein ligase activity, ubiquitin ligase complex, binding	AT1G66160
Os01g0135700	LOC_Os01g04330	OsCML16	EF-HAND 2 domain containing protein	protein_coding	LOC4325693	4325693	Calmodulin-like protein, Calcium signalling during abiotic stress, Promotion of root growth and drought tolerance	OsCML16	CALMODULIN-LIKE PROTEIN 16, calmodulin-like protein 16	CML16	CALMODULIN-LIKE PROTEIN 16	OsCML16	calmodulin-like protein 16	CALMODULIN-LIKE PROTEIN 16	NA	NA	probable calcium-binding protein CML16	GO:0005509, GO:0046872, GO:0009628, GO:0019722	calcium ion binding, metal ion binding, response to abiotic stimulus, calcium-mediated signaling	AT1G66400
